iso_code,lastdate,location,total_cases,total_deaths,total_cases_pm,total_deaths_pm,population,pop_density,median_age,gdp_per_capita,hosp_beds,vac_per_hund,aged_65_older,life_expectancy,hum_dev_ind,region
SVN,2024-01-28,Slovenia,1355444.0,9957.0,639407.73,4697.046,2119843,102.619,44.5,31400.84,4.5,,19.062,81.32,0.917,Eastern Europe
SLB,2023-10-08,Solomon Islands,25954.0,199.0,35834.604,274.759,724272,21.841,20.8,2205.923,1.4,,3.507,73.0,0.567,Oceania / Aus
SOM,2023-03-05,Somalia,27334.0,1361.0,1553.288,77.34,17597508,23.5,16.8,,0.9,,2.731,57.4,,East Africa
ZAF,2023-12-03,South Africa,4072636.0,102595.0,67997.527,1712.946,59893884,46.754,27.3,12294.876,2.32,,5.344,64.13,0.709,Southern Africa
KOR,2023-09-10,South Korea,34571873.0,35934.0,667207.062,693.495,51815808,527.967,43.4,35938.374,12.27,,13.914,83.03,0.916,East Asia
SSD,2023-12-03,South Sudan,18819.0,147.0,1724.43,13.47,10913172,,19.2,1569.888,,,3.441,57.85,0.433,East Africa
ESP,2023-07-02,Spain,13980340.0,121852.0,293960.095,2562.143,47558632,93.105,45.5,34272.36,2.97,,19.436,83.56,0.904,Western Europe
LKA,2024-02-04,Sri Lanka,672745.0,16896.0,30814.418,773.905,21832150,341.955,34.1,11669.077,3.6,,10.069,76.98,0.782,South Asia
SDN,2023-04-16,Sudan,63993.0,5046.0,1365.207,107.65,46874200,23.258,19.7,4466.507,0.8,,3.548,65.31,0.51,East Africa
SUR,2023-07-09,Suriname,82506.0,1404.0,133494.918,2271.676,618046,3.612,29.6,13767.119,3.1,,6.933,71.68,0.738,South America
SWE,2024-01-28,Sweden,2749793.0,27053.0,260659.971,2564.424,10549349,24.718,41.0,46949.283,2.22,,19.985,82.8,0.945,Western Europe
CHE,2024-01-28,Switzerland,4450977.0,14178.0,509237.66,1622.109,8740471,214.243,43.1,57410.166,4.53,,18.436,83.78,0.955,Western Europe
SYR,2022-12-18,Syria,57423.0,3163.0,2595.361,142.959,22125242,,21.7,,1.5,,,72.7,0.567,West Asia
TJK,2022-02-20,Tajikistan,17786.0,125.0,1787.037,12.559,9952789,64.281,23.3,2896.913,4.8,93.23,3.466,71.1,0.668,Central Asia
TZA,2023-12-10,Tanzania,43223.0,846.0,659.916,12.916,65497752,64.699,17.7,2683.304,0.7,,3.108,65.46,0.529,East Africa
THA,2024-02-04,Thailand,4765718.0,34555.0,66470.235,481.959,71697024,135.132,40.1,16277.671,2.1,,11.373,77.15,0.777,East Asia
TLS,2023-07-16,Timor,23460.0,138.0,17490.52,102.885,1341298,87.176,18.0,6570.102,5.9,,3.556,69.5,0.606,East Asia
TGO,2023-10-22,Togo,39527.0,290.0,4466.984,32.773,8848700,143.366,19.4,1429.813,0.7,,2.839,61.04,0.515,West Africa
TKL,2023-07-16,Tokelau,80.0,0.0,42260.961,0.0,1893,,,,,,,81.86,,Oceania / Aus
TON,2024-01-07,Tonga,16950.0,12.0,158608.364,112.289,106867,150.028,22.3,5425.621,2.6,,5.82,70.91,0.725,Oceania / Aus
TTO,2023-05-07,Trinidad and Tobago,191496.0,4390.0,125075.52,2867.326,1531043,266.886,36.2,28763.071,3.0,,10.014,73.51,0.796,Caribbean
TUN,2023-06-11,Tunisia,1153361.0,29423.0,93343.329,2381.25,12356116,74.228,32.7,10849.297,2.3,,8.001,76.7,0.74,North Africa
TUR,2022-11-13,Turkey,17004677.0,101419.0,199255.078,1188.394,85341248,104.914,31.6,25129.341,2.81,,8.153,77.69,0.82,West Asia
TCA,2023-12-31,Turks and Caicos Islands,6713.0,40.0,146809.255,874.776,45726,37.312,,,,,,80.22,,Caribbean
TUV,2023-06-18,Tuvalu,2943.0,1.0,259638.288,88.222,11335,373.067,,3575.104,,,,67.57,,Oceania / Aus
UGA,2024-01-14,Uganda,171890.0,3632.0,3637.915,76.868,47249588,213.759,16.4,1697.707,0.5,,2.168,63.37,0.544,East Africa
UKR,2024-01-14,Ukraine,5521032.0,109918.0,139062.707,2768.594,39701744,77.39,41.4,7894.393,8.8,,16.462,72.06,0.779,Eastern Europe
ARE,2023-05-28,United Arab Emirates,1067030.0,2349.0,113019.214,248.805,9441138,112.442,34.0,67293.483,1.2,,1.144,77.97,0.89,West Asia
GBR,2024-01-28,United Kingdom,24892903.0,232112.0,368734.933,3438.241,67508936,272.898,40.8,39753.244,2.54,,18.517,81.32,0.932,Western Europe
USA,2023-05-14,United States,103436829.0,1127152.0,305763.91,3331.912,338289856,35.608,38.3,54225.446,2.77,,15.413,78.86,0.926,North America
VIR,2023-07-30,United States Virgin Islands,25389.0,132.0,255219.695,1326.913,99479,306.48,42.2,,,,18.601,80.58,,Caribbean
URY,2023-12-10,Uruguay,1041111.0,7660.0,304169.749,2237.936,3422796,19.751,35.6,20551.409,2.8,,14.655,77.91,0.817,South America
UZB,2023-12-10,Uzbekistan,175081.0,1016.0,5056.104,29.341,34627648,76.134,28.2,6253.104,4.0,,4.469,71.72,0.72,Central Asia
VUT,2023-06-04,Vanuatu,12019.0,14.0,36784.149,42.847,326744,22.662,23.1,2921.909,,,4.394,70.47,0.609,Oceania / Aus
VAT,2020-10-18,Vatican,26.0,0.0,32178.218,0.0,808,,,,,,,75.12,,Western Europe
VEN,2023-05-07,Venezuela,552695.0,5856.0,19528.686,206.913,28301700,36.253,29.0,16745.022,0.8,,6.614,72.06,0.711,South America
VNM,2023-10-22,Vietnam,11624000.0,43206.0,118386.518,440.039,98186856,308.127,32.6,6171.884,2.6,,7.15,75.4,0.704,East Asia
WLF,2023-06-04,Wallis and Futuna,3550.0,8.0,306140.048,689.893,11596,,,,,,,79.94,,Oceania / Aus
YEM,2022-11-06,Yemen,11945.0,2159.0,354.487,64.072,33696612,53.508,20.3,1479.147,0.7,,2.922,66.12,0.47,West Asia
ZMB,2023-12-03,Zambia,349304.0,4069.0,17449.783,203.27,20017670,22.995,17.7,3689.251,2.0,,2.48,63.89,0.584,Southern Africa
ZWE,2024-01-28,Zimbabwe,266265.0,5737.0,16314.719,351.52,16320539,42.729,19.6,1899.775,1.7,,2.822,61.49,0.571,Southern Africa
